MGI Gene/Marker ID	Symbol	Name	Chr	Qualifier	Annotated Term	Context	Proteoform	Evidence	Inferred From	Reference(s)
MGI:87891	Chrnb2	cholinergic receptor, nicotinic, beta polypeptide 2 (neuronal)	3		acetylcholine receptor activity			ISO	P17787 	J:164563 	
MGI:106212	Chrnb3	cholinergic receptor, nicotinic, beta polypeptide 3	8	contributes_to	acetylcholine receptor activity			IBA	PTN001825425 	J:265628 	
MGI:87892	Chrnb4	cholinergic receptor, nicotinic, beta polypeptide 4	9	contributes_to	acetylcholine receptor activity			IBA	PTN001825425 	J:265628 	
MGI:87892	Chrnb4	cholinergic receptor, nicotinic, beta polypeptide 4	9		acetylcholine receptor activity			ISO	P30926 	J:164563 	
MGI:87893	Chrnd	cholinergic receptor, nicotinic, delta polypeptide	1	contributes_to	acetylcholine receptor activity			IBA	PTN001825425 	J:265628 	
MGI:87894	Chrne	cholinergic receptor, nicotinic, epsilon polypeptide	11	contributes_to	acetylcholine receptor activity			IBA	PTN001825425 	J:265628 	
MGI:87895	Chrng	cholinergic receptor, nicotinic, gamma polypeptide	1	contributes_to	acetylcholine receptor activity			IBA	PTN001825425 	J:265628 	
MGI:2139279	Hrh3	histamine receptor H3	2		G protein-coupled acetylcholine receptor activity			IBA	PTN001207082 	J:265628 	
MGI:2429635	Hrh4	histamine receptor H4	18		G protein-coupled acetylcholine receptor activity			IBA	PTN001207082 	J:265628 	

